ID	notation	subtitle	description	citation	fundamentals.*	attachments.*	templates.*
TH098	I🄨 ⎮§§⎮ := sn = … + a97 + … + an 	The a97 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XCVIII. Nobody is obliged to set up a button or to apply real time to cookies. The Internet without Frontiers (IwF) must not link or implement red buzzers or central switch-off devices. No one is allowed to disintegrate or exploit users at the touch of a button, even if algorithms make it easier to erase profiles and data or to set up autonomous extinguishing authorities for regulation."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH099	I🄨 ⎮§§⎮ := sn = … + a98 + … + an 	The a98 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"XCIX. On the Internet without Frontiers (IwF) are not permanent consessions (mining rights), exclusive exploration rights, statutory limitation periods, unilateral declarations or non-standard digital contracts and redundant or central nodes applicable."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH100	I🄨 ⎮§§⎮ := sn = … + a99 + … + an 	The a99 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"C. The Internet without Frontiers (IwF) is exclusively the ultimate method of enlightenment - and optimizable - for the benefit of the general public and universality; not the method of constitutional supervision or for obscuring or favoring economic interests. Its limits or regulations are achieved with the least effort (minimal principle), its arbitrary chains of interaction and its predetermined (imposed) barriers are to be blown up with reasonable effort (maximum principle), even if the axioms thereby provide new scope for interpretation or bring forth explosive interaction or contentious issues."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH101	I🄨 ⎮§§⎮ := sn = … + a100 + … + an 	The a100 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"CI. Programmed loopholes (programming gaps) in laws are not applicable to the Internet without Frontiers (IwF) and should be corrected immediately after their discovery, unless they are formulated as exceptions in these laws. Formulated exceptions and latent gaps in an Internet law must not link to or infringe rights and obligations of any other law, or supersede any such laws or overwrite (violate) any rights or obligations guaranteed by these or any other laws - and in their cause and effect - governing law, constitutional insecurity and bureaucratic discrimination or democratic instability. For this reason, internet-based laws may hurdle obstacles, but they can not justify new hurdles. The Internet without Frontiers (IwF) itself just should not fail to hurdles because it does not know such limits (hurdles)."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH102	I🄨 ⎮§§⎮ := sn = … + a101 + … + an 	The a101 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"CII. No one is capable or chosen to claim and confer world domination (or economic monopoly) on the Internet without Frontiers (IwF) or to proclaim it; although everyone can make a decisive contribution to this with the help of the Internet without Frontiers (IwF), or that someone can thereby take on a better leadership role or claim anonymity and gain reality. Everyone is requested to give up his temporary pole position and make survival difficult for the allegedly better leadership roles, multipliers and omnipotent processes."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH103	I🄨 ⎮§§⎮ := sn = … + a102 + … + an 	The a102 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	"CIII.  The Internet without Frontiers (IwF) was once a quiet place where people fled from advertising, but they were cheated out of this Utopia, and from then on the silence was deceptive. Once the Internet is somehow commercialized or cross-subsidized, this Idyll threatens to fail and the product life cycle closes to reconnect with us. Since the Internet concerns us all, so it is not of course free of charge. That is unacceptable in some cases. Security and Privacy should not depend on social status, education level, economic wealth or a paid subscription."	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
TH104	I🄨 ⎮§§⎮ := sn = … + a103 + … + an 	The a103 attack of common sense on the real-time of the captured world by placarding 100 and more propositions (thesis), whereby If there is any sequence (ai), it can be used to form a new sequence (sn) of the partial sums. The unknown (n) partial sum is the sum of the first n + 1 terms of (ai), their definition for the Internet without Frontier (IwF) is I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an 	NA	"The［num］. thesis of the Internet without Frontier with term I🄨 ⎮§§⎮ := sn = a0 + a1 + … + an is

［description］

Author: Jens T. Hinrichs. Follow: https://twitter.com/scifiltr #MathDIY (first released: Sunday, Sept 4, Year 15 after Y2K, 9.05 pm; latest update: Saturday, Oct 6, Year 19 after Y2K, 7:51 pm"	.thesis	NA	NA
Y001	"(D) + I(Y) = (Y) ≥ Y = (D) × [(N) - (A)]
"	Democracy and Internet are Yours is greater than or equal to Yield known as Democracy (D) multiplied with entire Nature (N) minus built up and undeveloped Area (A) 	"In the line of duty: Principles and Practices of Digital Ethics –  Democracy and Internet are Yours in MathDIY. 
ABSTRACT:MathDIY is a simple mathematical notation for describing business and political decision making, capturing its motivation, tensions, processes and context. It can also be a value-based Management Information System (MIS).
MathDIY makes recommendations and suggestions for how determinants of the Interaction Theory by Jens T. Hinrichs and its philosophical sub-disciplines (Catechism of the Internet, Origin of Species on the Internet) can be incorporated into an International Account System (IAS).
The scope extends inevitably to people, nature, democracy and the Internet without Frontiers (IwF), which are to be embedded as variables next to other units in a National Account System (NAS).  The initial equation is (D) + I(Y) = (Y). But Yield is thus influenced by these two forces.
These new determinants must be reconciled with the equation Y = C + I (known as Yield = Consumption + Investment) including comparable constraints (Y = C + S whereby S = Save).  Well-formed syntax allows us to choose addition, subtraction, or insertion method in addition to the equations procedure. All determinants can be converted into a Balanced Scorecard (BSC).
MathDIY finalizes and reflects the balance of Fair External Trade Agreement (FETA) and fundamentally changes the requirements for Diplomatic International Relations (DIR).
On MathDIY, an ecological and social accounting (social balance sheets, Human Development Index, chart of accounts, valuation ratios) based on international added value and value chains should be created. This would make foreign trade and diplomatic relations more comparable and less characterized by scalable economic interests, but based solely on measurable and sustainable facts and valuation standards.
In fact, MathDIY considers a healthy DNA: Y = (D) × [(N) - (A)] known as Democracy (D) multiplied with entire Nature (N) minus built up and undeveloped Area (A).
But MathDIY is not Do-It-Yourself and so it does not yet provide a binding notation nor an application in SVG text or in MathML. At first, the individual explanations should be understood as a constructive contribution to Democracy and the Internet, while getting to know local causes and global effects of wealth creation (Yield = Consumption + Save) and asset utilization (Yield = Consumption + Investment)."	"Heading: Catechism to the Internet without Frontiers (IwF): In the line of duty – Principles and Practices of Digital Ethics, subtitle: MathDIY – Democracy and Internet are Yours. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .abstract in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-17-2020, 5:06 pm UTC)"	.abstract	NA	NA
R002	Y = C + S	Approach to formation of Yield	"Yield = Consumption (Expenditures) + Save
whereby C known as Consumption expenditures"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R003	Y = C + In	Approach to use of Yield	"Yield = Consumption + Net Investment (I indexed with n= net)
whereby C known as Consumption expenditures"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R004	S = In	Save = Net Investment	Identity Equation in a closed economy (without foreign trade) whereby Save equal to Net Investment (I indexed with n=net)	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R005	I(i) = SY	"Investment = Save whereby (i) = interest rate and Y = Yield"	Balenced Budget in a closed economy (without foreign trade) whereby Save indexed with Y=Yield equal to Investment	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R006	S = Y - C - G	Economic Savings	" Yield  ./. Consumption  ./. Government Spending
= Save"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R007	G	Government Spending/Purchases	Expenditures by all levels in the public sector are education, healthcare, social protection, direct investments in provision of housing and traffic infrastructure,  acquisition of military goods, property management and research spending, pay and stipends for governing authorities 	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R008	Nx = Ex - Im	Net Export (stock size)	Net Export (indexed with cursive x) = Export - Import	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R009	S = I + Nx	Save = Investments + Net Export (stock size)	"Identity Equation in an open economy with foreign trade whereby Save is equal to Investment minus Net Export indexed with cursive x"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R010	Y = C + I + Nx	OC - Outside Contribution	Outside contribution is defined as Yield is equal to Consumption plus Investment plus Net Export whereby Nx = Ex - Im	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R011	Y1+Im1 = C2+I2+Ex2	CB - Current balance (momentum size)	Current Balance whereby CB ≠ Nx (Net Export = Ex - Im). Yield plus Import from the previous period is equal to Consumption plus Investment + Export from the reporting period	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R012	Ig	Gross Investment	The purchase of Capital goods known as Investment indexed with g: tool, machines, instruments, facilities, other and own constructions (in-kind benefit by own production), additional inventories (input for production factors or stock of inventory) including purchase of financial assets (stocks and bonds).    	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R013	AE = C + I + G + NX 	"Gross Domestic Product (GDP) – Market Value
by amount that CONSUMERS pay for FINAL goods and services  (not as components)"	"Consumption 
+ Investment ≠ Ig (including stocks and bonds)
+ Government Spending
+ Net Export (Ex - Im)
= Yield by Aggregate Expenditures (AE)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R014	Y = H(p) + i(C)  + r(C) ± PL(E)	"Net Domestic Product (NDP) at factor costs Market Value by amount it costs PRODUCERS to make (form) used and consumer goods (commodities, durables) and services by using INTERMEDIATE goods (including components) and by combining factors of production:  Work (W), Nature (N) or (G) Ground, Capital (C)"	"Human payroll expenses  (Compensation of employees,Salaries,Wages)  —————————————————————
+ Interest Amount indexed with Capital (C)
+ rent indexed with Capital (C)
+ Profit & Loss (accumulated Deficit) indexed with Enterprise/Entrepreneur (E)—————————————————————
= NDP (Net Domestic Product at factor cost)
+ indirect taxes on sales
+ subsidies by government to Enterprise (E)
+ Depreciation (known as Capital Consumption) —————————————————————
= Yield by Aggregated or Earned Income"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R015	NT(S) = t(S) [(H)+(E)] - b(S) [(H)+(E)]	"Net Tranfer (NT) excluding of social security contribution 
and social security charges  (e.g. governmental fees, custom dues, development assistance, benefit to non-government institutions, education, academic research) whereby t= taxes and b = benefits indexed with State (S)"	"   taxes from Households (H) + taxes from Enterprise/Entrepreneur (E) – transfer benefits/payments to Households (H)
– transfer benefits/payments to Enterprises (E)
= Net Tranfer (NT) according to State (S)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R016	Y = C + S + NT(S)	"Gross Domestic Product (GDP) – Market Value
by amount that CONSUMERS render (use) for final goods and services (not as components)"	"Consumption 
+ Savings (excluding interest)
+ Net Transfer according to State (S)
= Yield by Aggregate Usage"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R017	i(C)  + r(C) ± PL(E)	Net operation surplus earned by Nature (N), Capital and (E)	"+ Interest Amount indexed with Capital (C)
+ rent indexed with Capital (C)
+ Profit & Loss (accumulated Deficit) indexed with Enterprise/Entrepreneur (E)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R018	"    Yield (Income Approach) ./. statistical discrepancies = GPD (Expenditure Approach) "	adjusted Gross Domestic Product (GDP) by Expenditures Approach	"    Yield (Income Approach) ./. statistical discrepancies = GPD (Expenditure Approach) 
whereby GDP by Aggregated Expenditures (AE) unequal to Aggregated or Earned Income (Y)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R019	"   GDP (Gross Domestic Product) + net factor income from abroad = GNP (Gross National Product)"	Gross National Product (GNP)	"  GDP (Gross Domestic Product) + net factor income from abroad = GNP (Gross National Product)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R020	"  GNP (Gross National product) - Depreciation = NNP (Net National Product)"	Net National Product (NNP)	"  GNP (Gross National product) - Depreciation = NNP (Net National Product)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R021	"   NNP (Net National Product) ./. statistical discrepancies = NI (National Income)"	National Income (NI)	"   NNP (Net National Product) ./. statistical discrepancies = NI (National Income)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R022	"  NI (National Income) - retained profits + transfer payments = PI (Personal Income)"	Personal Income (PI)	"  NI (National Income) - retained profits + transfer payments = PI (Personal Income)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R023	"   PI (Personal Income) by Households (H) ./. Personal Income Tax = DPI (Disposable Personal Income)"	Disposable Personal Income (DPI)	"   PI (Personal Income) by Households (H) ./. Personal Income Tax = DPI (Disposable Personal Income)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R024	°P	Level of the Price	prefixed ° degree sign followed by upper case P  	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R025	°P2 - °P1 > 0	Inflation known as difference between the Level of the Price of the reporting periods greater than 0	prefixed ° degree sign followed by upper case P indexed with number of period  	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R026	🄜	Money Supply	determinant Money with parenthesis	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R027	🄜2 - 🄜1 > 0	Money Creation	Money Creation known as difference between the Money Supply from previous period to the reporting period greater than 0 whereby determinant (M) with parenthesis indexed with number of period	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R028	Cs🄜	Circulation of Speed for Money	"Circulation of Speed (Cs)  indexed with determinant Money Supply (M)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R029	°P = [🄜 x Cs🄜] ÷ Y	Equation of the price level 	"Level of the Price =  Money Supply multiplied with Circulation of Speed (Cs) divided by Yield"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R030	Cs2🄜 - Cs1🄜 > 0	"Circulation of Speed for Money
increases or remain constant"	"Circulation of Speed (Cs)  indexed with Money supply (M)
increases or remain constant from one to another reporting period"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R031	🄜2 - 🄜1 > [Y2-Y1]-[Cs2🄜-Cs1🄜]	"Inflation Equation
showing the change rates 
of the reporting periods"	"Money Creation greater than difference  of Yield creation and Circulation of Speed Cs(M)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R032	Y x °P= 🄜 x Cs🄜	"Identity Equation
approach to quantity of Yield"	"Yield multiplied with Level of the Price  is equal to Money supply (M) multiplied with Circulation of Speed Cs(M)"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R033	Y2 - Y1 > 0	Yield Creation	Yield Creation is known as the difference between the Yield from previous period and reporting period greater than 0. Yield indexed with number of period. 	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
R034	Y2 ÷ Hrp - Y1÷Hrp > 0	Real Yield creation (real GDP divided by person)	"Real Yield creation (real GDP divided by person) whereby H (Humanity)  indexed with residential population"	"Heading: MathDIY fundamentals, subheading: Shortened recapitulation of conventional equations. Author: Jens T. Hinrichs. Repository: MathDIY on GitHub. File .recapitulation in Folder: fundamentals. Language: EN. Format: PDF|CSV. Source: MathDIY, Democracy and Internet are Yours. Link: https://github.com/scifiltr/MathDIY (latest update: 01-21-2020, 4:41 pm UTC)"	.recapitulation	NA	NA
